Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1932,0.060727,54.7023545,-3.2765753
Belgium,1932,0.085155,50.6402809,4.6667145
Switzerland,1932,0.046925,46.7985624,8.2319736
Norway,1932,0.039714,61.1529386,8.7876653
Australia,1932,0.036012,-24.7761086,134.755
Scotland,1932,0.08028,56.7861112,-4.1140518
Spain,1932,0.11904,39.3260685,-4.8379791
Northern Ireland,1932,0.07578,54.5859836,-6.9591554
Iceland,1932,0.038228,64.9841821,-18.1059013
England and Wales,1932,0.057283,51.5742454,-2.6999204
France,1932,0.073878,46.603354,1.8883335
Netherlands,1932,0.041123,52.2434979,5.6343227
New Zealand -- Non-Maori,1932,0.028765,,
Denmark,1932,0.067634,55.670249,10.3333283
Sweden,1932,0.045957,59.6749712,14.5208584
England and Wales,1932,0.057283,51.5742454,-2.6999204
Finland,1932,0.068078,63.2467777,25.9209164
Italy,1932,0.108968,42.6384261,12.674297
France,1932,0.073878,46.603354,1.8883335
Canada,1932,0.073639,61.0666922,-107.991707
