Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1953,0.089875,39.6621648,-8.1353519
United Kingdom,1953,0.02482,54.7023545,-3.2765753
Belgium,1953,0.038198,50.6402809,4.6667145
Switzerland,1953,0.025878,46.7985624,8.2319736
Norway,1953,0.017513,61.1529386,8.7876653
Australia,1953,0.021159,-24.7761086,134.755
Scotland,1953,0.02768,56.7861112,-4.1140518
New Zealand -- Maori,1953,0.064614,-41.2086794,174.8683301
Spain,1953,0.055577,39.3260685,-4.8379791
Northern Ireland,1953,0.032244,54.5859836,-6.9591554
Iceland,1953,0.018863,64.9841821,-18.1059013
Austria,1953,0.044631,47.59397,14.12456
New Zealand,1953,0.021911,-41.5000831,172.8344077
England and Wales,1953,0.024139,51.5742454,-2.6999204
Hungary,1953,0.068115,47.1817585,19.5060937
France,1953,0.036478,46.603354,1.8883335
Netherlands,1953,0.019257,52.2434979,5.6343227
New Zealand -- Non-Maori,1953,0.017141,,
Denmark,1953,0.023264,55.670249,10.3333283
The United States of America,1953,0.026524,35.4202289,-78.0254279
Japan,1953,0.045257,36.5748441,139.2394179
Sweden,1953,0.016508,59.6749712,14.5208584
England and Wales,1953,0.024139,51.5742454,-2.6999204
Finland,1953,0.029457,63.2467777,25.9209164
Czechia,1953,0.032142,49.7439047,15.3381061
Italy,1953,0.056042,42.6384261,12.674297
Bulgaria,1953,0.075741,42.6073975,25.4856617
Slovakia,1953,0.059499,48.7411522,19.4528646
Ireland,1953,0.035011,52.865196,-7.9794599
France,1953,0.036478,46.603354,1.8883335
Canada,1953,0.033994,61.0666922,-107.991707
