Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1942,0.136424,39.6621648,-8.1353519
United Kingdom,1942,0.050111,54.7023545,-3.2765753
Belgium,1942,0.080346,50.6402809,4.6667145
Switzerland,1942,0.035441,46.7985624,8.2319736
Norway,1942,0.03357,61.1529386,8.7876653
Australia,1942,0.035574,-24.7761086,134.755
Scotland,1942,0.063853,56.7861112,-4.1140518
Spain,1942,0.116683,39.3260685,-4.8379791
Northern Ireland,1942,0.072511,54.5859836,-6.9591554
Iceland,1942,0.052807,64.9841821,-18.1059013
England and Wales,1942,0.047132,51.5742454,-2.6999204
France,1942,0.071115,46.603354,1.8883335
Netherlands,1942,0.036022,52.2434979,5.6343227
New Zealand -- Non-Maori,1942,0.023478,,
Denmark,1942,0.043043,55.670249,10.3333283
The United States of America,1942,0.042484,35.4202289,-78.0254279
Sweden,1942,0.027423,59.6749712,14.5208584
England and Wales,1942,0.047132,51.5742454,-2.6999204
Finland,1942,0.050311,63.2467777,25.9209164
Italy,1942,0.113673,42.6384261,12.674297
France,1942,0.071115,46.603354,1.8883335
Canada,1942,0.05425,61.0666922,-107.991707
