Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1930,0.057239,54.7023545,-3.2765753
Belgium,1930,0.093293,50.6402809,4.6667145
Switzerland,1930,0.046132,46.7985624,8.2319736
Norway,1930,0.038375,61.1529386,8.7876653
Australia,1930,0.044084,-24.7761086,134.755
Scotland,1930,0.078035,56.7861112,-4.1140518
Spain,1930,0.140891,39.3260685,-4.8379791
Northern Ireland,1930,0.063363,54.5859836,-6.9591554
Iceland,1930,0.044884,64.9841821,-18.1059013
England and Wales,1930,0.054031,51.5742454,-2.6999204
France,1930,0.078045,46.603354,1.8883335
Netherlands,1930,0.047042,52.2434979,5.6343227
New Zealand -- Non-Maori,1930,0.031129,,
Denmark,1930,0.074779,55.670249,10.3333283
Sweden,1930,0.049689,59.6749712,14.5208584
England and Wales,1930,0.054031,51.5742454,-2.6999204
Finland,1930,0.070754,63.2467777,25.9209164
Italy,1930,0.109006,42.6384261,12.674297
France,1930,0.078045,46.603354,1.8883335
Canada,1930,0.093314,61.0666922,-107.991707
