Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1989,0.011064,39.6621648,-8.1353519
Greece,1989,0.008383,38.9953683,21.9877132
Belarus,1989,0.009933,53.4250605,27.6971358
United Kingdom,1989,0.007282,54.7023545,-3.2765753
Poland,1989,0.017296,52.215933,19.134422
Belgium,1989,0.006966,50.6402809,4.6667145
Switzerland,1989,0.006702,46.7985624,8.2319736
West Germany,1989,0.006395,40.4203479,-79.1166983
Norway,1989,0.007019,61.1529386,8.7876653
Australia,1989,0.007566,-24.7761086,134.755
Scotland,1989,0.007097,56.7861112,-4.1140518
Lithuania,1989,0.009481,55.3500003,23.7499997
Hong Kong,1989,0.006365,22.2793278,114.1628131
New Zealand -- Maori,1989,0.009369,-41.2086794,174.8683301
Spain,1989,0.006952,39.3260685,-4.8379791
Israel,1989,0.009683,30.8124247,34.8594762
Northern Ireland,1989,0.006223,54.5859836,-6.9591554
Iceland,1989,0.005369,64.9841821,-18.1059013
Austria,1989,0.007506,47.59397,14.12456
Russia,1989,0.014749,64.6863136,97.7453061
New Zealand,1989,0.008849,-41.5000831,172.8344077
England and Wales,1989,0.00734,51.5742454,-2.6999204
Taiwan,1989,0.005898,23.9739374,120.9820179
Hungary,1989,0.014423,47.1817585,19.5060937
France,1989,0.006491,46.603354,1.8883335
Netherlands,1989,0.005985,52.2434979,5.6343227
Ukraine,1989,0.01054,49.4871968,31.2718321
New Zealand -- Non-Maori,1989,0.008719,,
Luxembourg,1989,0.009125,49.8158683,6.1296751
Denmark,1989,0.006975,55.670249,10.3333283
The United States of America,1989,0.009269,35.4202289,-78.0254279
East Germany,1989,0.005987,43.0439394,-87.9081981
Latvia,1989,0.008733,56.8406494,24.7537645
Japan,1989,0.004185,36.5748441,139.2394179
Sweden,1989,0.005038,59.6749712,14.5208584
England and Wales,1989,0.00734,51.5742454,-2.6999204
Finland,1989,0.005415,63.2467777,25.9209164
Czechia,1989,0.008044,49.7439047,15.3381061
Italy,1989,0.007895,42.6384261,12.674297
Slovenia,1989,0.007547,46.1199444,14.8153333
Bulgaria,1989,0.012242,42.6073975,25.4856617
Estonia,1989,0.011811,58.7523778,25.3319078
Slovakia,1989,0.01201,48.7411522,19.4528646
Ireland,1989,0.006731,52.865196,-7.9794599
France,1989,0.006491,46.603354,1.8883335
Canada,1989,0.006336,61.0666922,-107.991707
