Country,Year,Female Baby Death Rate,Latitude,Longitude
Belgium,1912,0.123147,50.6402809,4.6667145
Switzerland,1912,0.091826,46.7985624,8.2319736
Norway,1912,0.057718,61.1529386,8.7876653
Scotland,1912,0.102815,56.7861112,-4.1140518
Spain,1912,0.141334,39.3260685,-4.8379791
Iceland,1912,0.060565,64.9841821,-18.1059013
England and Wales,1912,0.088907,51.5742454,-2.6999204
France,1912,0.109018,46.603354,1.8883335
Netherlands,1912,0.097241,52.2434979,5.6343227
New Zealand -- Non-Maori,1912,0.047414,,
Denmark,1912,0.086225,55.670249,10.3333283
Sweden,1912,0.065204,59.6749712,14.5208584
England and Wales,1912,0.088907,51.5742454,-2.6999204
Finland,1912,0.10524,63.2467777,25.9209164
Italy,1912,0.138392,42.6384261,12.674297
France,1912,0.109018,46.603354,1.8883335
