Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1947,0.106812,39.6621648,-8.1353519
United Kingdom,1947,0.039849,54.7023545,-3.2765753
Belgium,1947,0.06204,50.6402809,4.6667145
Switzerland,1947,0.034645,46.7985624,8.2319736
Norway,1947,0.024931,61.1529386,8.7876653
Australia,1947,0.026071,-24.7761086,134.755
Scotland,1947,0.054167,56.7861112,-4.1140518
Spain,1947,0.076429,39.3260685,-4.8379791
Northern Ireland,1947,0.047366,54.5859836,-6.9591554
Iceland,1947,0.021064,64.9841821,-18.1059013
Austria,1947,0.079805,47.59397,14.12456
England and Wales,1947,0.03816,51.5742454,-2.6999204
France,1947,0.065264,46.603354,1.8883335
Netherlands,1947,0.028786,52.2434979,5.6343227
New Zealand -- Non-Maori,1947,0.024333,,
Denmark,1947,0.034607,55.670249,10.3333283
The United States of America,1947,0.031355,35.4202289,-78.0254279
Japan,1947,0.083659,36.5748441,139.2394179
Sweden,1947,0.022311,59.6749712,14.5208584
England and Wales,1947,0.03816,51.5742454,-2.6999204
Finland,1947,0.054033,63.2467777,25.9209164
Italy,1947,0.081645,42.6384261,12.674297
Bulgaria,1947,0.13565,42.6073975,25.4856617
France,1947,0.065264,46.603354,1.8883335
Canada,1947,0.04549,61.0666922,-107.991707
