Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1928,0.061387,54.7023545,-3.2765753
Belgium,1928,0.086952,50.6402809,4.6667145
Switzerland,1928,0.047659,46.7985624,8.2319736
Norway,1928,0.041114,61.1529386,8.7876653
Australia,1928,0.049591,-24.7761086,134.755
Scotland,1928,0.078608,56.7861112,-4.1140518
Spain,1928,0.131925,39.3260685,-4.8379791
Northern Ireland,1928,0.070463,54.5859836,-6.9591554
Iceland,1928,0.040671,64.9841821,-18.1059013
England and Wales,1928,0.05852,51.5742454,-2.6999204
France,1928,0.089735,46.603354,1.8883335
Netherlands,1928,0.046635,52.2434979,5.6343227
New Zealand -- Non-Maori,1928,0.028734,,
Denmark,1928,0.075542,55.670249,10.3333283
Sweden,1928,0.054207,59.6749712,14.5208584
England and Wales,1928,0.05852,51.5742454,-2.6999204
Finland,1928,0.082063,63.2467777,25.9209164
Italy,1928,0.12064,42.6384261,12.674297
France,1928,0.089735,46.603354,1.8883335
Canada,1928,0.087899,61.0666922,-107.991707
