Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1934,0.056318,54.7023545,-3.2765753
Belgium,1934,0.074539,50.6402809,4.6667145
Switzerland,1934,0.039769,46.7985624,8.2319736
Norway,1934,0.034051,61.1529386,8.7876653
Australia,1934,0.039864,-24.7761086,134.755
Scotland,1934,0.072134,56.7861112,-4.1140518
Spain,1934,0.114967,39.3260685,-4.8379791
Northern Ireland,1934,0.061837,54.5859836,-6.9591554
Iceland,1934,0.049083,64.9841821,-18.1059013
England and Wales,1934,0.053761,51.5742454,-2.6999204
France,1934,0.06725,46.603354,1.8883335
Netherlands,1934,0.038382,52.2434979,5.6343227
New Zealand -- Non-Maori,1934,0.028034,,
Denmark,1934,0.057711,55.670249,10.3333283
The United States of America,1934,0.060211,35.4202289,-78.0254279
Sweden,1934,0.042306,59.6749712,14.5208584
England and Wales,1934,0.053761,51.5742454,-2.6999204
Finland,1934,0.068422,63.2467777,25.9209164
Italy,1934,0.097361,42.6384261,12.674297
France,1934,0.06725,46.603354,1.8883335
Canada,1934,0.06748,61.0666922,-107.991707
