Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1969,0.053883,39.6621648,-8.1353519
Belarus,1969,0.015939,53.4250605,27.6971358
United Kingdom,1969,0.015938,54.7023545,-3.2765753
Poland,1969,0.030313,52.215933,19.134422
Belgium,1969,0.017688,50.6402809,4.6667145
Switzerland,1969,0.014012,46.7985624,8.2319736
West Germany,1969,0.01983,40.4203479,-79.1166983
Norway,1969,0.011487,61.1529386,8.7876653
Australia,1969,0.016095,-24.7761086,134.755
Scotland,1969,0.01852,56.7861112,-4.1140518
Lithuania,1969,0.018272,55.3500003,23.7499997
New Zealand -- Maori,1969,0.017424,-41.2086794,174.8683301
Spain,1969,0.027533,39.3260685,-4.8379791
Northern Ireland,1969,0.020921,54.5859836,-6.9591554
Iceland,1969,0.00836,64.9841821,-18.1059013
Austria,1969,0.021374,47.59397,14.12456
Russia,1969,0.021185,64.6863136,97.7453061
New Zealand,1969,0.014251,-41.5000831,172.8344077
England and Wales,1969,0.015454,51.5742454,-2.6999204
Hungary,1969,0.033627,47.1817585,19.5060937
France,1969,0.017282,46.603354,1.8883335
Netherlands,1969,0.011246,52.2434979,5.6343227
Ukraine,1969,0.015709,49.4871968,31.2718321
New Zealand -- Non-Maori,1969,0.013775,,
Luxembourg,1969,0.013815,49.8158683,6.1296751
Denmark,1969,0.012006,55.670249,10.3333283
The United States of America,1969,0.018882,35.4202289,-78.0254279
East Germany,1969,0.016838,43.0439394,-87.9081981
Latvia,1969,0.014883,56.8406494,24.7537645
Japan,1969,0.012477,36.5748441,139.2394179
Sweden,1969,0.009313,59.6749712,14.5208584
England and Wales,1969,0.015454,51.5742454,-2.6999204
Finland,1969,0.012124,63.2467777,25.9209164
Czechia,1969,0.019332,49.7439047,15.3381061
Italy,1969,0.02832,42.6384261,12.674297
Bulgaria,1969,0.026106,42.6073975,25.4856617
Estonia,1969,0.014309,58.7523778,25.3319078
Slovakia,1969,0.023326,48.7411522,19.4528646
Ireland,1969,0.019489,52.865196,-7.9794599
France,1969,0.017282,46.603354,1.8883335
Canada,1969,0.017321,61.0666922,-107.991707
