Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1954,0.082413,39.6621648,-8.1353519
United Kingdom,1954,0.023105,54.7023545,-3.2765753
Belgium,1954,0.037842,50.6402809,4.6667145
Switzerland,1954,0.024316,46.7985624,8.2319736
Norway,1954,0.017249,61.1529386,8.7876653
Australia,1954,0.019823,-24.7761086,134.755
Scotland,1954,0.027829,56.7861112,-4.1140518
New Zealand -- Maori,1954,0.05217,-41.2086794,174.8683301
Spain,1954,0.051096,39.3260685,-4.8379791
Northern Ireland,1954,0.029642,54.5859836,-6.9591554
Iceland,1954,0.015798,64.9841821,-18.1059013
Austria,1954,0.043272,47.59397,14.12456
New Zealand,1954,0.021564,-41.5000831,172.8344077
England and Wales,1954,0.022177,51.5742454,-2.6999204
Hungary,1954,0.058548,47.1817585,19.5060937
France,1954,0.036312,46.603354,1.8883335
Netherlands,1954,0.019355,52.2434979,5.6343227
New Zealand -- Non-Maori,1954,0.018066,,
Denmark,1954,0.022557,55.670249,10.3333283
The United States of America,1954,0.025308,35.4202289,-78.0254279
Japan,1954,0.041762,36.5748441,139.2394179
Sweden,1954,0.015028,59.6749712,14.5208584
England and Wales,1954,0.022177,51.5742454,-2.6999204
Finland,1954,0.026487,63.2467777,25.9209164
Czechia,1954,0.026455,49.7439047,15.3381061
Italy,1954,0.05136,42.6384261,12.674297
Bulgaria,1954,0.082424,42.6073975,25.4856617
Slovakia,1954,0.047812,48.7411522,19.4528646
Ireland,1954,0.032741,52.865196,-7.9794599
France,1954,0.036312,46.603354,1.8883335
Canada,1954,0.031266,61.0666922,-107.991707
