Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1931,0.060837,54.7023545,-3.2765753
Belgium,1931,0.080245,50.6402809,4.6667145
Switzerland,1931,0.044143,46.7985624,8.2319736
Norway,1931,0.035509,61.1529386,8.7876653
Australia,1931,0.036442,-24.7761086,134.755
Scotland,1931,0.073456,56.7861112,-4.1140518
Spain,1931,0.13055,39.3260685,-4.8379791
Northern Ireland,1931,0.067676,54.5859836,-6.9591554
Iceland,1931,0.045962,64.9841821,-18.1059013
England and Wales,1931,0.058747,51.5742454,-2.6999204
France,1931,0.071698,46.603354,1.8883335
Netherlands,1931,0.043145,52.2434979,5.6343227
New Zealand -- Non-Maori,1931,0.026045,,
Denmark,1931,0.069962,55.670249,10.3333283
Sweden,1931,0.04826,59.6749712,14.5208584
England and Wales,1931,0.058747,51.5742454,-2.6999204
Finland,1931,0.069613,63.2467777,25.9209164
Italy,1931,0.109623,42.6384261,12.674297
France,1931,0.071698,46.603354,1.8883335
Canada,1931,0.087137,61.0666922,-107.991707
