Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1925,0.069642,54.7023545,-3.2765753
Belgium,1925,0.092273,50.6402809,4.6667145
Switzerland,1925,0.054413,46.7985624,8.2319736
Norway,1925,0.040948,61.1529386,8.7876653
Australia,1925,0.049514,-24.7761086,134.755
Scotland,1925,0.080438,56.7861112,-4.1140518
Spain,1925,0.135408,39.3260685,-4.8379791
Northern Ireland,1925,0.079763,54.5859836,-6.9591554
Iceland,1925,0.051526,64.9841821,-18.1059013
England and Wales,1925,0.067709,51.5742454,-2.6999204
France,1925,0.086612,46.603354,1.8883335
Netherlands,1925,0.051311,52.2434979,5.6343227
New Zealand -- Non-Maori,1925,0.036444,,
Denmark,1925,0.07073,55.670249,10.3333283
Sweden,1925,0.04989,59.6749712,14.5208584
England and Wales,1925,0.067709,51.5742454,-2.6999204
Finland,1925,0.081926,63.2467777,25.9209164
Italy,1925,0.12209,42.6384261,12.674297
France,1925,0.086612,46.603354,1.8883335
Canada,1925,0.090264,61.0666922,-107.991707
