Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1977,0.025907,39.6621648,-8.1353519
Belarus,1977,0.015086,53.4250605,27.6971358
United Kingdom,1977,0.012418,54.7023545,-3.2765753
Poland,1977,0.024945,52.215933,19.134422
Belgium,1977,0.011807,50.6402809,4.6667145
Switzerland,1977,0.008991,46.7985624,8.2319736
West Germany,1977,0.013472,40.4203479,-79.1166983
Norway,1977,0.007169,61.1529386,8.7876653
Australia,1977,0.010885,-24.7761086,134.755
Scotland,1977,0.013915,56.7861112,-4.1140518
Lithuania,1977,0.013649,55.3500003,23.7499997
New Zealand -- Maori,1977,0.013738,-41.2086794,174.8683301
Spain,1977,0.013885,39.3260685,-4.8379791
Northern Ireland,1977,0.015598,54.5859836,-6.9591554
Iceland,1977,0.009209,64.9841821,-18.1059013
Austria,1977,0.014923,47.59397,14.12456
Russia,1977,0.02038,64.6863136,97.7453061
New Zealand,1977,0.011486,-41.5000831,172.8344077
England and Wales,1977,0.012111,51.5742454,-2.6999204
Taiwan,1977,0.011068,23.9739374,120.9820179
Hungary,1977,0.023098,47.1817585,19.5060937
France,1977,0.010117,46.603354,1.8883335
Netherlands,1977,0.007665,52.2434979,5.6343227
Ukraine,1977,0.015793,49.4871968,31.2718321
New Zealand -- Non-Maori,1977,0.01118,,
Luxembourg,1977,0.007436,49.8158683,6.1296751
Denmark,1977,0.006709,55.670249,10.3333283
The United States of America,1977,0.012575,35.4202289,-78.0254279
East Germany,1977,0.01186,43.0439394,-87.9081981
Latvia,1977,0.014476,56.8406494,24.7537645
Japan,1977,0.007766,36.5748441,139.2394179
Sweden,1977,0.006944,59.6749712,14.5208584
England and Wales,1977,0.012111,51.5742454,-2.6999204
Finland,1977,0.007886,63.2467777,25.9209164
Czechia,1977,0.015256,49.7439047,15.3381061
Italy,1977,0.015549,42.6384261,12.674297
Bulgaria,1977,0.020732,42.6073975,25.4856617
Estonia,1977,0.014731,58.7523778,25.3319078
Slovakia,1977,0.017906,48.7411522,19.4528646
Ireland,1977,0.014487,52.865196,-7.9794599
France,1977,0.010117,46.603354,1.8883335
Canada,1977,0.011499,61.0666922,-107.991707
