Country,Year,Female Baby Death Rate,Latitude,Longitude
United Kingdom,1926,0.065061,54.7023545,-3.2765753
Belgium,1926,0.094461,50.6402809,4.6667145
Switzerland,1926,0.051214,46.7985624,8.2319736
Norway,1926,0.040795,61.1529386,8.7876653
Australia,1926,0.047937,-24.7761086,134.755
Scotland,1926,0.075572,56.7861112,-4.1140518
Spain,1926,0.133182,39.3260685,-4.8379791
Northern Ireland,1926,0.081959,54.5859836,-6.9591554
Iceland,1926,0.050219,64.9841821,-18.1059013
England and Wales,1926,0.062905,51.5742454,-2.6999204
France,1926,0.094669,46.603354,1.8883335
Netherlands,1926,0.055071,52.2434979,5.6343227
New Zealand -- Non-Maori,1926,0.037018,,
Denmark,1926,0.075958,55.670249,10.3333283
Sweden,1926,0.05003,59.6749712,14.5208584
England and Wales,1926,0.062905,51.5742454,-2.6999204
Finland,1926,0.082079,63.2467777,25.9209164
Italy,1926,0.12692,42.6384261,12.674297
France,1926,0.094669,46.603354,1.8883335
Canada,1926,0.09512,61.0666922,-107.991707
