Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1976,0.030219,39.6621648,-8.1353519
Belarus,1976,0.01589,53.4250605,27.6971358
United Kingdom,1976,0.01235,54.7023545,-3.2765753
Poland,1976,0.024851,52.215933,19.134422
Belgium,1976,0.013379,50.6402809,4.6667145
Switzerland,1976,0.009454,46.7985624,8.2319736
West Germany,1976,0.01535,40.4203479,-79.1166983
Norway,1976,0.008957,61.1529386,8.7876653
Australia,1976,0.012207,-24.7761086,134.755
Scotland,1976,0.012143,56.7861112,-4.1140518
Lithuania,1976,0.01539,55.3500003,23.7499997
New Zealand -- Maori,1976,0.015406,-41.2086794,174.8683301
Spain,1976,0.015079,39.3260685,-4.8379791
Northern Ireland,1976,0.017748,54.5859836,-6.9591554
Iceland,1976,0.009247,64.9841821,-18.1059013
Austria,1976,0.015847,47.59397,14.12456
Russia,1976,0.021006,64.6863136,97.7453061
New Zealand,1976,0.012271,-41.5000831,172.8344077
England and Wales,1976,0.012135,51.5742454,-2.6999204
Taiwan,1976,0.011517,23.9739374,120.9820179
Hungary,1976,0.026602,47.1817585,19.5060937
France,1976,0.010996,46.603354,1.8883335
Netherlands,1976,0.009404,52.2434979,5.6343227
Ukraine,1976,0.016616,49.4871968,31.2718321
New Zealand -- Non-Maori,1976,0.011838,,
Luxembourg,1976,0.01536,49.8158683,6.1296751
Denmark,1976,0.007731,55.670249,10.3333283
The United States of America,1976,0.013616,35.4202289,-78.0254279
East Germany,1976,0.012394,43.0439394,-87.9081981
Latvia,1976,0.015417,56.8406494,24.7537645
Japan,1976,0.00805,36.5748441,139.2394179
Sweden,1976,0.007328,59.6749712,14.5208584
England and Wales,1976,0.012135,51.5742454,-2.6999204
Finland,1976,0.008433,63.2467777,25.9209164
Czechia,1976,0.01608,49.7439047,15.3381061
Italy,1976,0.017016,42.6384261,12.674297
Bulgaria,1976,0.019347,42.6073975,25.4856617
Estonia,1976,0.013588,58.7523778,25.3319078
Slovakia,1976,0.021476,48.7411522,19.4528646
Ireland,1976,0.014061,52.865196,-7.9794599
France,1976,0.010996,46.603354,1.8883335
Canada,1976,0.011591,61.0666922,-107.991707
