Country,Year,Female Baby Death Rate,Latitude,Longitude
Portugal,1959,0.088045,39.6621648,-8.1353519
Belarus,1959,0.043742,53.4250605,27.6971358
United Kingdom,1959,0.020839,54.7023545,-3.2765753
Poland,1959,0.066029,52.215933,19.134422
Belgium,1959,0.026651,50.6402809,4.6667145
Switzerland,1959,0.018591,46.7985624,8.2319736
West Germany,1959,0.031689,40.4203479,-79.1166983
Norway,1959,0.015007,61.1529386,8.7876653
Australia,1959,0.019309,-24.7761086,134.755
Scotland,1959,0.024958,56.7861112,-4.1140518
Lithuania,1959,0.047318,55.3500003,23.7499997
New Zealand -- Maori,1959,0.049224,-41.2086794,174.8683301
Spain,1959,0.0444,39.3260685,-4.8379791
Northern Ireland,1959,0.028315,54.5859836,-6.9591554
Iceland,1959,0.014927,64.9841821,-18.1059013
Austria,1959,0.037286,47.59397,14.12456
Russia,1959,0.037393,64.6863136,97.7453061
New Zealand,1959,0.022006,-41.5000831,172.8344077
England and Wales,1959,0.019996,51.5742454,-2.6999204
Hungary,1959,0.046968,47.1817585,19.5060937
France,1959,0.026066,46.603354,1.8883335
Netherlands,1959,0.015253,52.2434979,5.6343227
Ukraine,1959,0.033044,49.4871968,31.2718321
New Zealand -- Non-Maori,1959,0.01851,,
Denmark,1959,0.019166,55.670249,10.3333283
The United States of America,1959,0.023706,35.4202289,-78.0254279
East Germany,1959,0.038425,43.0439394,-87.9081981
Latvia,1959,0.026288,56.8406494,24.7537645
Japan,1959,0.030539,36.5748441,139.2394179
Sweden,1959,0.013865,59.6749712,14.5208584
England and Wales,1959,0.019996,51.5742454,-2.6999204
Finland,1959,0.020217,63.2467777,25.9209164
Czechia,1959,0.017864,49.7439047,15.3381061
Italy,1959,0.043846,42.6384261,12.674297
Bulgaria,1959,0.053487,42.6073975,25.4856617
Estonia,1959,0.029105,58.7523778,25.3319078
Slovakia,1959,0.029241,48.7411522,19.4528646
Ireland,1959,0.028163,52.865196,-7.9794599
France,1959,0.026066,46.603354,1.8883335
Canada,1959,0.026033,61.0666922,-107.991707
